,0
2084,Repossessed (1990)
2085,Omega Man
2086,Spaceballs (1987)
2087,Robin Hood (1973)
2088,Mister Roberts (1955)
2089,Quest for Fire (1981)
2090,Little Big Man (1970)
2091,Face in the Crowd
2092,Quiz Show (1994)
2093,Trading Places (1983)
2094,Meatballs (1979)
2095,Meatballs Part II (1984)
2096,Meatballs III (1987)
2097,Meatballs 4 (1992)
2098,Dead Again (1991)
2099,Peter's Friends (1992)
2100,Incredibly True Adventure of Two Girls in Love
2101,Experience Preferred... But Not Essential (1982)
2102,Under the Rainbow (1981)
2103,Picture Bride (1995)
2104,How I Won the War (1967)
2105,Light It Up (1999)
2106,Anywhere But Here (1999)
2107,Dogma (1999)
2108,Messenger
2109,Pokémon
2110,Felicia's Journey (1999)
2111,Oxygen (1999)
2112,Where's Marlowe? (1999)
2113,Ape
2114,Queen Margot (La Reine Margot) (1994)
2115,Commitments
2116,Holiday Inn (1942)
2117,Longest Day
2118,Poison Ivy (1992)
2119,Poison Ivy
2120,Ten Benny (1997)
2121,Tora! Tora! Tora! (1970)
2122,Women on the Verge of a Nervous Breakdown (1988)
2123,Verdict
2124,Waiting to Exhale (1995)
2125,Dangerous Minds (1995)
2126,Quick and the Dead
2127,Effect of Gamma Rays on Man-in-the-Moon Marigolds
2128,Adventures of Buckaroo Bonzai Across the 8th Dimension
2129,Stand and Deliver (1987)
2130,Moonstruck (1987)
2131,Sandpiper
2132,Jeremiah Johnson (1972)
2133,Repulsion (1965)
2134,Irma la Douce (1963)
2135,42 Up (1998)
2136,Liberty Heights (1999)
2137,Roommates (1995)
2138,Mansfield Park (1999)
2139,Sleepy Hollow (1999)
2140,World Is Not Enough
2141,All About My Mother (Todo Sobre Mi Madre) (1999)
2142,Home Page (1999)
2143,Living Dead Girl
2144,March of the Wooden Soldiers (a.k.a. Laurel & Hardy in Toyland) (1934)
2145,Scrooged (1988)
2146,Harvey (1950)
2147,Ready to Wear (Pret-A-Porter) (1994)
2148,Bicycle Thief
2149,Matewan (1987)
2150,Kagemusha (1980)
2151,Chushingura (1962)
2152,McCabe & Mrs. Miller (1971)
2153,Maurice (1987)
2154,Grapes of Wrath
2155,My Man Godfrey (1957)
2156,Shop Around the Corner
2157,Natural
2158,Three Colors
2159,Shampoo (1975)
2160,River Runs Through It
2161,Fatal Attraction (1987)
2162,Jagged Edge (1985)
2163,Stanley & Iris (1990)
2164,Midnight Run (1988)
2165,Awakenings (1990)
2166,Come See the Paradise (1990)
2167,Backdraft (1991)
2168,Fisher King
2169,Three Colors
2170,River
2171,Country (1984)
2172,Places in the Heart (1984)
2173,'Night Mother (1986)
2174,End of Days (1999)
2175,Toy Story 2 (1999)
2176,Flawless (1999)
2177,Miss Julie (1999)
2178,Ride with the Devil (1999)
2179,Tumbleweeds (1999)
2180,Three Colors
2181,Bay of Blood (Reazione a catena) (1971)
2182,Distinguished Gentleman
2183,Hitch-Hiker
2184,Santa Fe Trail (1940)
2185,Spring Fever USA (a.k.a. Lauderdale) (1989)
2186,Agnes Browne (1999)
2187,End of the Affair
2188,End of the Affair
2189,Holy Smoke (1999)
2190,Map of the World
2191,Red Firecracker
2192,Sweet and Lowdown (1999)
2193,Bonfire of the Vanities (1990)
2194,Broadway Damage (1997)
2195,Daddy Long Legs (1919)
2196,Go West (1925)
2197,Grand Illusion (Grande illusion
2198,Great Santini
2199,James Dean Story
2200,Sea Wolves
2201,Stealing Home (1988)
2202,Rent-a-Kid (1995)
2203,Tarzan the Fearless (1933)
2204,Three Ages
2205,Two Jakes
2206,U2
2207,Hell in the Pacific (1968)
2208,Glass Bottom Boat
2209,Cradle Will Rock
2210,Deuce Bigalow
2211,Green Mile
2212,Cider House Rules
2213,Relative Fear (1994)
2214,Diamonds (1999)
2215,War Zone
2216,Bat Whispers
2217,Last Picture Show
2218,7th Voyage of Sinbad
2219,Blood on the Sun (1945)
2220,Anna and the King (1999)
2221,Bicentennial Man (1999)
2222,Stuart Little (1999)
2223,Emperor and the Assassin
2224,Stuart Saves His Family (1995)
2225,Fantasia 2000 (1999)
2226,Magnolia (1999)
2227,Onegin (1999)
2228,Simpatico (1999)
2229,Topsy-Turvy (1999)
2230,Alley Cats
2231,Boiling Point (1993)
2232,Brenda Starr (1989)
2233,Carnal Knowledge (1971)
2234,Easy Rider (1969)
2235,Twelve Monkeys (1995)
2236,Swan Princess
2237,Falcon and the Snowman
2238,Room at the Top (1959)
2239,Ulysses (Ulisse) (1954)
2240,Any Given Sunday (1999)
2241,Man on the Moon (1999)
2242,Galaxy Quest (1999)
2243,Talented Mr. Ripley
2244,Next Friday (1999)
2245,Hurricane
2246,Secret of Roan Inish
2247,Angela's Ashes (1999)
2248,Play it to the Bone (1999)
2249,Titus (1999)
2250,Mr. Death
2251,Third Miracle
2252,Montana (1998)
2253,Snow Falling on Cedars (1999)
2254,Girl
2255,Trans (1998)
2256,Life and Times of Hank Greenberg
2257,Specialist
2258,My Dog Skip (1999)
2259,Supernova (2000)
2260,Terrorist
2261,Way We Were
2262,Stalag 17 (1953)
2263,Presidio
2264,Papillon (1973)
2265,Stargate (1994)
2266,Pal Joey (1957)
2267,Last Detail
2268,Five Easy Pieces (1970)
2269,Even Dwarfs Started Small (Auch Zwerge haben klein angefangen) (1971)
2270,Dead Calm (1989)
2271,Boys from Brazil
2272,Black Sunday (La Maschera Del Demonio) (1960)
2273,Against All Odds (1984)
2274,Snows of Kilimanjaro
2275,Loaded Weapon 1 (1993)
2276,Santa Clause
2277,Loves of Carmen
2278,Fast Times at Ridgemont High (1982)
2279,Cry in the Dark
2280,Born to Win (1971)
2281,Batman
2282,American Flyers (1985)
2283,Voyage of the Damned (1976)
2284,Vampyros Lesbos (Las Vampiras) (1970)
2285,Star Is Born
2286,Poison (1991)
2287,Shawshank Redemption
2288,Pacific Heights (1990)
2289,Night Tide (1961)
2290,Draughtsman's Contract
2291,Carmen (1984)
2292,Zed & Two Noughts
2293,Woman in the Dunes (Suna no onna) (1964)
2294,Down to You (2000)
2295,Wirey Spindell (1999)
2296,Shallow Grave (1994)
2297,Another Man's Poison (1952)
2298,Odessa File
2299,Seven Chances (1925)
2300,Smashing Time (1967)
2301,Where the Buffalo Roam (1980)
2302,Zachariah (1971)
2303,Kestrel's Eye (Falkens öga) (1998)
2304,Eye of the Beholder (1999)
2305,Suture (1993)
2306,Isn't She Great? (2000)
2307,Big Tease
2308,Cup
2309,Santitos (1997)
2310,Encino Man (1992)
2311,Goodbye Girl
2312,I Am Cuba (Soy Cuba/Ya Kuba) (1964)
2313,Malcolm X (1992)
2314,Sister Act (1992)
2315,Sister Act 2
2316,Strawberry and Chocolate (Fresa y chocolate) (1993)
2317,Hand That Rocks the Cradle
2318,Alive (1993)
2319,Agnes of God (1985)
2320,Scent of a Woman (1992)
2321,Wayne's World (1992)
2322,Wayne's World 2 (1993)
2323,League of Their Own
2324,Patriot Games (1992)
2325,Bodyguard
2326,Death Becomes Her (1992)
2327,Swimming with Sharks (1995)
2328,Far and Away (1992)
2329,Howards End (1992)
2330,Singles (1992)
2331,Twin Peaks
2332,White Men Can't Jump (1992)
2333,Buffy the Vampire Slayer (1992)
2334,Hard-Boiled (Lashou shentan) (1992)
2335,Man Bites Dog (C'est arrivé près de chez vous) (1992)
2336,Mariachi
2337,Stop! Or My Mom Will Shoot (1992)
2338,Wings of Courage (1995)
2339,Sum of Us
2340,Forever Young (1992)
2341,Cutting Edge
2342,Of Mice and Men (1992)
2343,Bad Lieutenant (1992)
2344,Scream 3 (2000)
2345,Single White Female (1992)
2346,Boondock Saints
2347,Gun Shy (2000)
2348,Beloved/Friend (Amigo/Amado) (1999)
2349,National Lampoon's Senior Trip (1995)
2350,Baby
2351,Brandon Teena Story
2352,Different for Girls (1996)
2353,Minnie and Moskowitz (1971)
2354,They Might Be Giants (1971)
2355,Beach
2356,Snow Day (2000)
2357,Tigger Movie
2358,Cotton Mary (1999)
2359,To Live (Huozhe) (1994)
2360,Not One Less (Yi ge dou bu neng shao) (1999)
2361,Soft Toilet Seats (1999)
2362,Trois (2000)
2363,Big Combo
2364,Conceiving Ada (1997)
2365,Eaten Alive (1976)
2366,Raining Stones (1993)
2367,To Sir with Love (1967)
2368,With Byrd at the South Pole (1930)
2369,Boiler Room (2000)
2370,Tank Girl (1995)
2371,Hanging Up (2000)
2372,Pitch Black (2000)
2373,Whole Nine Yards
2374,Beautiful People (1999)
2375,Black Tar Heroin
2376,Blue Collar (1978)
2377,Bluebeard (1944)
2378,Circus
2379,City Lights (1931)
2380,Flamingo Kid
2381,Tales From the Crypt Presents
2382,Dog's Life
2383,Kid
2384,Man from Laramie
2385,McCullochs
2386,Class Reunion (1982)
2387,Big Trees
2388,Happy Go Lovely (1951)
2389,Reindeer Games (2000)
2390,Wonder Boys (2000)
2391,Deterrence (1998)
2392,Star Trek
2393,Judy Berlin (1999)
2394,Mifune (Mifunes sidste sang) (1999)
2395,Waiting Game
2396,3 Strikes (2000)
2397,Chain of Fools (2000)
2398,Drowning Mona (2000)
2399,Next Best Thing
2400,What Planet Are You From? (2000)
2401,Beyond the Mat (2000)
2402,Ghost Dog
2403,Tales from the Hood (1995)
2404,Year My Voice Broke
2405,Splendor in the Grass (1961)
2406,My Tutor (1983)
2407,Killing of Sister George
2408,Key Largo (1948)
2409,Jail Bait (1954)
2410,It Happened Here (1961)
2411,I'll Never Forget What's 'is Name (1967)
2412,For All Mankind (1989)
2413,Tom & Viv (1994)
2414,Cross of Iron (1977)
2415,Bride of the Monster (1956)
2416,Born Yesterday (1950)
2417,Birdy (1984)
2418,And God Created Woman (1988)
2419,Blood Feast (1963)
2420,Charlie
2421,Color Me Blood Red (1965)
2422,Never Cry Wolf (1983)
2423,Village of the Damned (1995)
2424,Perils of Pauline
2425,Raisin in the Sun
2426,Two Thousand Maniacs! (1964)
2427,Brown's Requiem (1998)
2428,Closer You Get
2429,Mission to Mars (2000)
2430,Ninth Gate
2431,East-West (Est-ouest) (1999)
2432,Defending Your Life (1991)
2433,Tommy Boy (1995)
2434,Breaking Away (1979)
2435,Hoosiers (1986)
2436,Bull Durham (1988)
2437,Dog Day Afternoon (1975)
2438,American Graffiti (1973)
2439,Asphalt Jungle
2440,Searchers
2441,Where Eagles Dare (1969)
2442,Devil's Brigade
2443,Big Country
2444,Babe (1995)
2445,Vanya on 42nd Street (1994)
2446,Betrayed (1988)
2447,Bound for Glory (1976)
2448,Bridge at Remagen
2449,Buck and the Preacher (1972)
2450,Daughters of the Dust (1992)
2451,Destination Moon (1950)
2452,Fantastic Night
2453,Hangmen Also Die (1943)
2454,Ogre
2455,Underneath
2456,On the Beach (1959)
2457,Railroaded! (1947)
2458,Slaves to the Underground (1997)
2459,Song of Freedom (1936)
2460,Taking of Pelham One Two Three
2461,Volunteers (1985)
2462,JFK (1991)
2463,Who's Harry Crumb? (1989)
2464,Harry and the Hendersons (1987)
2465,Walking Dead
2466,Let's Get Harry (1986)
2467,Shanghai Surprise (1986)
2468,Who's That Girl? (1987)
2469,She-Devil (1989)
2470,Date with an Angel (1987)
2471,Blind Date (1987)
2472,Nadine (1987)
2473,Muppet Movie
2474,Great Muppet Caper
2475,Muppets Take Manhattan
2476,What's Eating Gilbert Grape (1993)
2477,Sesame Street Presents Follow That Bird (1985)
2478,We're Back! A Dinosaur's Story (1993)
2479,Baby... Secret of the Lost Legend (1985)
2480,Turtle Diary (1985)
2481,Raise the Titanic (1980)
2482,Titanic (1953)
2483,Night to Remember
2484,Captain Horatio Hornblower (1951)
2485,Carriers Are Waiting
2486,Erin Brockovich (2000)
2487,Virtuosity (1995)
2488,Final Destination (2000)
2489,Soft Fruit (1999)
2490,Bear
2491,Impact (1949)
2492,Love Is a Many-Splendored Thing (1955)
2493,Mirror
2494,Trial
2495,Crimson Pirate
2496,Thelma & Louise (1991)
2497,While You Were Sleeping (1995)
2498,Something for Everyone (1970)
2499,...And Justice for All (1979)
2500,Animal House (1978)
2501,She's Gotta Have It (1986)
2502,School Daze (1988)
2503,Do the Right Thing (1989)
2504,Mo' Better Blues (1990)
2505,Jungle Fever (1991)
2506,Coogan's Bluff (1968)
2507,Champ
2508,War
2509,Creature Comforts (1990)
2510,Death Wish (1974)
2511,Death Wish II (1982)
2512,Death Wish 3 (1985)
2513,Death Wish 4
2514,Death Wish V
2515,Double Indemnity (1944)
2516,Dying Young (1991)
2517,Cool as Ice (1991)
2518,Teenage Mutant Ninja Turtles (1990)
2519,Double Happiness (1994)
2520,Teenage Mutant Ninja Turtles II
2521,Teenage Mutant Ninja Turtles III (1993)
2522,Red Dawn (1984)
2523,Band of the Hand (1986)
2524,Born American (1986)
2525,Bloodsport (1988)
2526,Eyes of Laura Mars (1978)
2527,Funny Bones (1995)
2528,Good Earth
2529,Good Morning
2530,Muriel's Wedding (1994)
2531,Good Mother
2532,Grumpy Old Men (1993)
2533,Guess Who's Coming to Dinner (1967)
2534,Romeo Must Die (2000)
2535,Here on Earth (2000)
2536,Whatever It Takes (2000)
2537,Color of Paradise
2538,Waking the Dead (1999)
2539,Blood and Sand (Sangre y Arena) (1989)
2540,Baby-Sitters Club
2541,Gothic (1986)
2542,Hillbillys in a Haunted House (1967)
2543,Lord of the Flies (1963)
2544,Modern Times (1936)
2545,Last Resort (1994)
2546,Solar Crisis (1993)
2547,That's Life! (1986)
2548,Heart and Souls (1993)
2549,Hud (1963)
2550,Hustler
2551,Carrington (1995)
2552,Ace Ventura
2553,Inherit the Wind (1960)
2554,Dersu Uzala (1974)
2555,Close Encounters of the Third Kind (1977)
2556,Horror Hotel (a.k.a. The City of the Dead) (1960)
2557,Jonah Who Will Be 25 in the Year 2000 (1976)
2558,Retroactive (1997)
2559,Place in the Sun
2560,Jacob's Ladder (1990)
2561,Empire Records (1995)
2562,Bamba
2563,Adventures of Priscilla
2564,Ladyhawke (1985)
2565,Lucas (1986)
2566,High Fidelity (2000)
2567,Price of Glory (2000)
2568,Road to El Dorado
2569,Skulls
2570,Autopsy (Macchie Solari) (1975)
2571,Devil Girl From Mars (1954)
2572,Dorado
2573,Hideous Sun Demon
2574,Backbeat (1993)
2575,Hook (1991)
2576,Horror Express (1972)
2577,My Chauffeur (1986)
2578,Son of the Sheik
2579,Torso (Corpi Presentano Tracce di Violenza Carnale) (1973)
2580,True Grit (1969)
2581,Roadside Prophets (1992)
2582,Madame Sousatzka (1988)
2583,Max Dugan Returns (1983)
2584,Midnight Express (1978)
2585,Bitter Moon (1992)
2586,Misery (1990)
2587,Mr. Saturday Night (1992)
2588,Murphy's Romance (1985)
2589,My Life (1993)
2590,Solaris (Solyaris) (1972)
2591,Network (1976)
2592,No Way Out (1987)
2593,North Dallas Forty (1979)
2594,Odd Couple
2595,Outlaw Josey Wales
2596,Bullets Over Broadway (1994)
2597,Black and White (1999)
2598,Frequency (2000)
2599,Ready to Rumble (2000)
2600,Return to Me (2000)
2601,Rules of Engagement (2000)
2602,Joe Gould's Secret (2000)
2603,Me Myself I (2000)
2604,Bell
2605,Bells
2606,End of Violence
2607,Clear and Present Danger (1994)
2608,Force 10 from Navarone (1978)
2609,How to Stuff a Wild Bikini (1965)
2610,Mystery Train (1989)
2611,Sacco and Vanzetti (Sacco e Vanzetti) (1971)
2612,Taffin (1988)
2613,Arthur (1981)
2614,Bachelor Party (1984)
2615,Parenthood (1989)
2616,Predator (1987)
2617,Prince of Tides
2618,Client
2619,Postman Always Rings Twice
2620,Smoking/No Smoking (1993)
2621,All the Vermeers in New York (1990)
2622,Freedom for Us (À nous la liberté ) (1931)
2623,Actor's Revenge
2624,28 Days (2000)
2625,American Psycho (2000)
2626,Keeping the Faith (2000)
2627,Where the Money Is (2000)
2628,East is East (1999)
2629,Corrina
2630,Filth and the Fury
2631,Passion of Mind (1999)
2632,Coming Apart (1969)
2633,Diner (1982)
2634,Shakes the Clown (1991)
2635,Cabaret (1972)
2636,What Ever Happened to Baby Jane? (1962)
2637,Prick Up Your Ears (1987)
2638,Auntie Mame (1958)
2639,Crooklyn (1994)
2640,Guys and Dolls (1955)
2641,Hunger
2642,Marathon Man (1976)
2643,Caddyshack (1980)
2644,Gossip (2000)
2645,Love and Basketball (2000)
2646,U-571 (2000)
2647,Virgin Suicides
2648,Jennifer 8 (1992)
2649,Crow
2650,Limelight (1952)
2651,Committed (2000)
2652,Crow
2653,Flintstones in Viva Rock Vegas
2654,Where the Heart Is (2000)
2655,Big Kahuna
2656,Bossa Nova (1999)
2657,Smiling Fish and Goat on Fire (1999)
2658,Dead Man Walking (1995)
2659,Cobb (1994)
2660,Idiots
2661,Last September
2662,Time Code (2000)
2663,Carnosaur (1993)
2664,Carnosaur 2 (1995)
2665,Carnosaur 3
2666,Defying Gravity (1997)
2667,Hidden
2668,Two Moon Juction (1988)
2669,Gladiator (2000)
2670,Flintstones
2671,I Dreamed of Africa (2000)
2672,Up at the Villa (2000)
2673,Human Traffic (1999)
2674,Breathless (1983)
2675,Great Locomotive Chase
2676,Idolmaker
2677,Inferno (1980)
2678,King of Marvin Gardens
2679,Forrest Gump (1994)
2680,Lords of Flatbush
2681,Mr. Mom (1983)
2682,Time Masters (Les Maîtres du Temps) (1982)
2683,Battlefield Earth (2000)
2684,Center Stage (2000)
2685,Held Up (2000)
2686,Screwed (2000)
2687,Whipped (2000)
2688,Hamlet (2000)
2689,Four Weddings and a Funeral (1994)
2690,Anchors Aweigh (1945)
2691,Blue Hawaii (1961)
2692,Castaway Cowboy
2693,G. I. Blues (1960)
2694,Gay Deceivers
2695,Gypsy (1962)
2696,King Creole (1958)
2697,On the Town (1949)
2698,One Little Indian (1973)
2699,Pee-wee's Big Adventure (1985)
2700,Higher Learning (1995)
2701,Regret to Inform (1998)
2702,Roustabout (1964)
2703,Saludos Amigos (1943)
2704,Slipper and the Rose
2705,Things Change (1988)
2706,Honeymoon in Vegas (1992)
2707,Dinosaur (2000)
2708,Loser (2000)
2709,Road Trip (2000)
2710,Small Time Crooks (2000)
2711,I Like It Like That (1994)
2712,Hollywood Knights
2713,Myth of Fingerprints
2714,Possession (1981)
2715,Twelve Chairs
2716,Mission
2717,Shanghai Noon (2000)
2718,Better Living Through Circuitry (1999)
2719,8 1/2 Women (1999)
2720,Carnival of Souls (1962)
2721,Flying Tigers (1942)
2722,I Love Trouble (1994)
2723,Gold Rush
2724,It's in the Water (1998)
2725,Monsieur Verdoux (1947)
2726,On Her Majesty's Secret Service (1969)
2727,Seven Days in May (1964)
2728,Spy Who Loved Me
2729,Those Who Love Me Can Take the Train (Ceux qui m'aiment prendront le train) (1998)
2730,Vagabond (Sans toit ni loi) (1985)
2731,Moonraker (1979)
2732,It Could Happen to You (1994)
2733,Man with the Golden Gun
2734,King in New York
2735,Woman of Paris
2736,In Old California (1942)
2737,Fighting Seabees
2738,Dark Command (1940)
2739,Cleo From 5 to 7 (Cléo de 5 à 7) (1962)
2740,Big Momma's House (2000)
2741,Running Free (2000)
2742,Abominable Snowman
2743,Jungle Book
2744,American Gigolo (1980)
2745,Blood Spattered Bride
2746,City of the Living Dead (Paura nella città dei morti viventi) (1980)
2747,Endless Summer
2748,Guns of Navarone
2749,Blow-Out (La Grande Bouffe) (1973)
2750,Lured (1947)
2751,Pandora and the Flying Dutchman (1951)
2752,Quatermass and the Pit (1967)
2753,Wonderful
2754,Quatermass II (1957)
2755,Puppet Master (1989)
2756,Puppet Master II (1990)
2757,Puppet Master III
2758,Puppet Master 4 (1993)
2759,Puppet Master 5
2760,Curse of the Puppet Master (1998)
2761,Retro Puppetmaster (1999)
2762,Rent-A-Cop (1988)
2763,Romeo and Juliet (1968)
2764,Across the Sea of Time (1995)
2765,Lion King
2766,Stay Tuned (1992)
2767,Story of G.I. Joe
2768,Blazing Saddles (1974)
2769,Benji (1974)
2770,Benji the Hunted (1987)
2771,For the Love of Benji (1977)
2772,White Christmas (1954)
2773,Eraserhead (1977)
2774,Baraka (1992)
2775,Man with the Golden Arm
2776,Little Buddha (1993)
2777,Decline of Western Civilization
2778,Decline of Western Civilization Part II
2779,For a Few Dollars More (1965)
2780,Magnum Force (1973)
2781,Blood Simple (1984)
2782,Fabulous Baker Boys
2783,Prizzi's Honor (1985)
2784,Flatliners (1990)
2785,Light Years (1988)
2786,Porky's (1981)
2787,Wes Craven's New Nightmare (1994)
2788,Porky's II
2789,Porky's Revenge (1985)
2790,Private School (1983)
2791,Class of Nuke 'Em High (1986)
2792,Toxic Avenger
2793,Toxic Avenger
2794,Toxic Avenger Part III
2795,Night of the Creeps (1986)
2796,Predator 2 (1990)
2797,Running Man
2798,Mask
2799,Starman (1984)
2800,Brother from Another Planet
2801,Alien Nation (1988)
2802,Mad Max (1979)
2803,Mad Max 2 (a.k.a. The Road Warrior) (1981)
2804,Mad Max Beyond Thunderdome (1985)
2805,Bird on a Wire (1990)
2806,Angel Heart (1987)
2807,Nine 1/2 Weeks (1986)
2808,Firestarter (1984)
2809,Maverick (1994)
2810,Sleepwalkers (1992)
2811,Action Jackson (1988)
2812,Sarafina! (1992)
2813,Soapdish (1991)
2814,Long Walk Home
2815,Clara's Heart (1988)
2816,Burglar (1987)
2817,Fatal Beauty (1987)
2818,Gone in 60 Seconds (2000)
2819,American Pimp (1999)
2820,Mrs. Parker and the Vicious Circle (1994)
2821,Love's Labour's Lost (2000)
2822,Sunshine (1999)
2823,Trixie (1999)
2824,Live Virgin (1999)
2825,Hamlet (1990)
2826,Coming Home (1978)
2827,American Pop (1981)
2828,Assault on Precinct 13 (1976)
2829,Near Dark (1987)
2830,One False Move (1991)
2831,Naked Gun 33 1/3
2832,Shaft (1971)
2833,Conversation
2834,Cutter's Way (1981)
2835,Fury
2836,Paper Chase
2837,Prince of the City (1981)
2838,Serpico (1973)
2839,Big Carnival
2840,Lonely Are the Brave (1962)
2841,Sugarland Express
2842,Paper
2843,Trouble in Paradise (1932)
2844,Big Trouble in Little China (1986)
2845,Badlands (1973)
2846,Battleship Potemkin
2847,Boys and Girls (2000)
2848,Shaft (2000)
2849,Titan A.E. (2000)
2850,Butterfly (La Lengua de las Mariposas) (2000)
2851,Jesus' Son (1999)
2852,Match
2853,Reality Bites (1994)
2854,Time Regained (Le Temps Retrouvé) (1999)
2855,Chicken Run (2000)
2856,Me
2857,Patriot
2858,Adventures of Rocky and Bullwinkle
2859,Perfect Storm
2860,Golden Bowl
2861,Asylum (1972)
2862,Communion (1989)
2863,Red Rock West (1992)
2864,Fun and Fancy Free (1947)
2865,Kentucky Fried Movie
2866,Blood In
2867,Daughter of Dr. Jeckyll (1957)
2868,F/X (1986)
2869,F/X 2 (1992)
2870,Hot Spot
2871,Missing in Action (1984)
2872,Missing in Action 2
2873,Braddock
2874,It Takes Two (1995)
2875,Richie Rich (1994)
2876,Thunderbolt and Lightfoot (1974)
2877,Dreamscape (1984)
2878,Golden Voyage of Sinbad
2879,Hatchet For the Honeymoon (Rosso Segno Della Follia) (1969)
2880,House Party (1990)
2881,House Party 2 (1991)
2882,Make Mine Music (1946)
2883,Melody Time (1948)
2884,Nekromantik (1987)
2885,On Our Merry Way (1948)
2886,Safe Passage (1994)
2887,Project Moon Base (1953)
2888,Rocketship X-M (1950)
2889,Shaft in Africa (1973)
2890,Shaft's Big Score! (1972)
2891,Croupier (1998)
2892,Kid
2893,Scary Movie (2000)
2894,But I'm a Cheerleader (1999)
2895,Shower (Xizhao) (1999)
2896,Blowup (1966)
2897,River Wild
2898,Pawnbroker
2899,Groove (2000)
2900,Footloose (1984)
2901,Duel in the Sun (1946)
2902,X-Men (2000)
2903,Chuck & Buck (2000)
2904,Five Senses
2905,Wisdom of Crocodiles
2906,In Crowd
2907,What Lies Beneath (2000)
2908,Speed (1994)
2909,Pokémon the Movie 2000 (2000)
2910,Criminal Lovers (Les Amants Criminels) (1999)
2911,Anatomy of a Murder (1959)
2912,Freejack (1992)
2913,Greaser's Palace (1972)
2914,H.O.T.S. (1979)
2915,Knightriders (1981)
2916,MacKenna's Gold (1969)
2917,Sinbad and the Eye of the Tiger (1977)
2918,Two Women (La Ciociara) (1961)
2919,Speechless (1994)
2920,What About Bob? (1991)
2921,White Sands (1992)
2922,Breaker Morant (1980)
2923,Everything You Always Wanted to Know About Sex (1972)
2924,Interiors (1978)
2925,Love and Death (1975)
2926,Official Story
2927,Other Side of Sunday
2928,Pot O' Gold (1941)
2929,Tampopo (1986)
2930,Timecop (1994)
2931,Thomas and the Magic Railroad (2000)
2932,Nutty Professor II
2933,Girl on the Bridge
2934,Wonderland (1999)
2935,Autumn in New York (2000)
2936,Coyote Ugly (2000)
2937,Hollow Man (2000)
2938,Space Cowboys (2000)
2939,Better Living (1998)
2940,True Lies (1994)
2941,Psycho Beach Party (2000)
2942,Saving Grace (2000)
2943,Black Sabbath (Tre Volti Della Paura
2944,Brain That Wouldn't Die
2945,Bronco Billy (1980)
2946,Crush
2947,Kelly's Heroes (1970)
2948,Phantasm II (1988)
2949,Phantasm III
2950,Phantasm IV
2951,When a Man Loves a Woman (1994)
2952,Pumpkinhead (1988)
2953,Air America (1990)
2954,Make Them Die Slowly (Cannibal Ferox) (1980)
2955,Sleepaway Camp (1983)
2956,Steel Magnolias (1989)
2957,And God Created Woman (Et Dieu&#8230;Créa la Femme) (1956)
2958,Easy Money (1983)
2959,Ilsa
2960,Silent Fall (1994)
2961,Spiral Staircase
2962,Wolf (1994)
2963,Whatever Happened to Aunt Alice? (1969)
2964,I'm the One That I Want (2000)
2965,Tao of Steve
2966,Tic Code
2967,Aimée & Jaguar (1999)
2968,Affair of Love
2969,Bless the Child (2000)
2970,Cecil B. Demented (2000)
2971,Eyes of Tammy Faye
2972,Wyatt Earp (1994)
2973,Opportunists
2974,Replacements
2975,About Adam (2000)
2976,Cell
2977,Godzilla 2000 (Gojira ni-sen mireniamu) (1999)
2978,Original Kings of Comedy
2979,Sunset Strip (2000)
2980,All the Rage (a.k.a. It's the Rage) (1999)
2981,Naked Gun
2982,Naked Gun 2 1/2
2983,Clueless (1995)
2984,Bad Company (1995)
2985,Our Town (1940)
2986,Shane (1953)
2987,Suddenly
2988,Cat Ballou (1965)
2989,Couch in New York
2990,Devil Rides Out
2991,Jerry & Tom (1998)
2992,Supergirl (1984)
2993,X
2994,Art of War
2995,Man of No Importance
2996,Ballad of Ramblin' Jack
2997,Bittersweet Motel (2000)
2998,Bring It On (2000)
2999,Catfish in Black Bean Sauce (2000)
3000,Crew
3001,Love & Sex (2000)
3002,Steal This Movie! (2000)
3003,Went to Coney Island on a Mission From God... Be Back by Five (1998)
3004,Skipped Parts (2000)
3005,Highlander
3006,S.F.W. (1994)
3007,Back Stage (2000)
3008,Turn It Up (2000)
3009,Anatomy (Anatomie) (2000)
3010,Nurse Betty (2000)
3011,Solas (1999)
3012,Watcher
3013,Way of the Gun
3014,Almost Famous (2000)
3015,Bait (2000)
3016,Circus (2000)
3017,Low Down Dirty Shame
3018,Crime and Punishment in Suburbia (2000)
3019,Duets (2000)
3020,Goya in Bordeaux (Goya en Bodeos) (1999)
3021,Urbania (2000)
3022,Uninvited Guest
3023,Specials
3024,Under Suspicion (2000)
3025,Urban Legends
3026,Woman on Top (2000)
3027,Boys Life (1995)
3028,Dancer in the Dark (2000)
3029,Best in Show (2000)
3030,Beautiful (2000)
3031,Barenaked in America (1999)
3032,Broken Hearts Club
3033,Girlfight (2000)
3034,Remember the Titans (2000)
3035,Hellraiser (1987)
3036,Hellbound
3037,Hellraiser III
3038,Colonel Chabert
3039,Faraway
3040,Beach Party (1963)
3041,Bikini Beach (1964)
3042,Return of the Fly (1959)
3043,Pajama Party (1964)
3044,Stranger Than Paradise (1984)
3045,Voyage to the Bottom of the Sea (1961)
3046,Fantastic Voyage (1966)
3047,Abbott and Costello Meet Frankenstein (1948)
3048,Bank Dick
3049,Faster Pussycat! Kill! Kill! (1965)
